,UK OIS spot curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
years:,0.08,0.17,0.25,0.33,0.42,0.50,0.58,0.67,0.75,0.83,0.92,1.00,1.08,1.17,1.25,1.33,1.42,1.50,1.58,1.67,1.75,1.83,1.92,2.00,2.08,2.17,2.25,2.33,2.42,2.50,2.58,2.67,2.75,2.83,2.92,3.00,3.08,3.17,3.25,3.33,3.42,3.50,3.58,3.67,3.75,3.83,3.92,4.00,4.08,4.17,4.25,4.33,4.42,4.50,4.58,4.67,4.75,4.83,4.92,5.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Nov 13,0.42292901592075700,0.42226515821249300,0.42236457930324600,0.42247988777738000,0.42252651798585800,0.42263987679381600,0.42298912372128100,0.42370496580954500,0.42486207891745500,0.42648723589185400,0.42860581330777900,0.43128853983553600,0.43468958417094700,0.43899272521595700,0.44433454548769000,0.45081196677403300,0.45849391495562800,0.46742909664102400,0.47765020472759100,0.48916780480506300,0.50196695110780300,0.51601233553310200,0.53125271423619100,0.54762422757649900,0.56505337544340200,0.58346413887648100,0.60278389631395300,0.62294334213863100,0.64387591496385000,0.66551734026170700,0.68780526151488900,0.71067894052750700,0.73407901222488000,0.75794728272395100,0.78222656202019900,0.80686052456005400,0.83179377662517300,0.85697390675866400,0.88235337819028700,0.90788914116727600,0.93354208575729900,0.95927657282220900,0.98506003043734200,1.01086260534451000,1.03665686087797000,1.06241751429131000,1.08812120761712000,1.11374630716914000,1.13927275631895000,1.16468225884241000,1.18995846556021000,1.21508682233460000,1.24005440072585000,1.26484974746465000,1.28946275034574000,1.31388451849002000,1.33810727521070000,1.36212426196219000,1.38592965205703000,1.40951847301097000
02 Dec 13,0.42170991622525300,0.42176763607531900,0.42317363790777700,0.42474675519590600,0.42626181733694700,0.42762348672884900,0.42884789494670300,0.43007748252555200,0.43154169041983500,0.43348632565178100,0.43613215905053600,0.43965208618683100,0.44419505181635100,0.44989454644530500,0.45683749017407500,0.46507530937357000,0.47463437601742500,0.48552296723675000,0.49773546291511000,0.51125019809063200,0.52602811758317500,0.54201630109754700,0.55915097737894600,0.57735978482954000,0.59656394701446000,0.61668434456424500,0.63764623776563400,0.65937889290634000,0.68181489158522300,0.70488957816042600,0.72854061414304800,0.75270761614199500,0.77733185963702500,0.80235603502717300,0.82772404549941300,0.85338083858588600,0.87927245291871100,0.90534809112005700,0.93156203438123700,0.95787323373736700,0.98424474057444100,1.01064321849231000,1.03703852327983000,1.06340334016611000,1.08971286943825000,1.11594455306548000,1.14207783622234000,1.16809395862146000,1.19397578668999000,1.21970787269395000,1.24527655910368000,1.27066983825141000,1.29587719668592000,1.32088947681915000,1.34569875366591000,1.37029822479009000,1.39468211183538000,1.41884557224260000,1.44278461994479000,1.46649605399290000
03 Dec 13,0.42203318062087900,0.42314228519464900,0.42430600282090400,0.42543537924343700,0.42661724469827600,0.42787487617748400,0.42920342879159300,0.43063422658634400,0.43230299092306400,0.43441766848924700,0.43718658632871500,0.44079068363106700,0.44539066569303900,0.45112059804912200,0.45807051752493300,0.46629781902902400,0.47583685611672400,0.48670534136596300,0.49890779037669100,0.51242950235883100,0.52723257321075000,0.54326046085753600,0.56044203698432000,0.57869462583626000,0.59792700826614000,0.61804841099781300,0.63897549827555300,0.66063166387790800,0.68294587085317200,0.70585172330774400,0.72928671784839200,0.75319163537905600,0.77751004348006300,0.80218788660278600,0.82717314651663400,0.85241555934820100,0.87786648948580200,0.90348031455827800,0.92921597138153700,0.95503661254471300,0.98090909230582800,1.00680352591692000,1.03269291043871000,1.05855279726231000,1.08436100829478000,1.11009738916387000,1.13574359392863000,1.16128289670110000,1.18670003477008000,1.21198117283927000,1.23711388819053000,1.26208704831887000,1.28689068921439000,1.31151590716835000,1.33595476238210000,1.36020019290373000,1.38424593762391000,1.40808646723781000,1.43171692222769000,1.45513305704738000
04 Dec 13,0.42048902687655600,0.42013807437708000,0.42132490966636000,0.42298636019510600,0.42461591649023700,0.42620850056733200,0.42785647586844600,0.42966702769349800,0.43174429226325600,0.43418858726529800,0.43710640845828300,0.44062140222955700,0.44491084913515500,0.45016683714039100,0.45653298480065800,0.46411425911204600,0.47298834361702100,0.48321321714143700,0.49483095300049800,0.50785788241988000,0.52227803185868400,0.53804941533021200,0.55510968928148300,0.57338039375287200,0.59277091260433200,0.61318860585174700,0.63454669037297900,0.65676385202617700,0.67976330272213500,0.70347202608217300,0.72782016909775200,0.75274054785387300,0.77816824312096500,0.80404026731291900,0.83029528853802100,0.85687340064138400,0.88371609967779400,0.91076830194308800,0.93798038254590800,0.96530775798993200,0.99271027137333900,1.02015166541327000,1.04759912900176000,1.07502290559498000,1.10239595381718000,1.12969365233377000,1.15689354240008000,1.18397510259164000,1.21091957016255000,1.23770999129950000,1.26433128194880000,1.29077007137819000,1.31701454054272000,1.34305427841001000,1.36888015395913000,1.39448420189384000,1.41985952038605000,1.44500017939752000,1.46990113832482000,1.49455817187970000
05 Dec 13,0.42314995158043700,0.42408097203956900,0.42511216125236300,0.42608918555304700,0.42705854764804900,0.42805005464595000,0.42909936879473000,0.43027995160605700,0.43171567247070400,0.43356628177934000,0.43601210827283200,0.43923973402412000,0.44343283299603200,0.44874733990691200,0.45529147845714800,0.46313812683604700,0.47233521346038400,0.48291264746670600,0.49488619803912300,0.50825243431884600,0.52298539943493800,0.53904107689691400,0.55636131659899300,0.57487677932327700,0.59450951774193700,0.61517904494882900,0.63680770989633900,0.65932070985552900,0.68264559933396000,0.70671189720293300,0.73145076986464700,0.75679477382548300,0.78267764507415700,0.80903412562844400,0.83579981981674000,0.86291107451268400,0.89030510437207700,0.91792253883517900,0.94570977010084200,0.97361850424325200,1.00160511317862000,1.02963007920777000,1.05765751706449000,1.08565476113901000,1.11359200773842000,1.14144200400877000,1.16917977656918000,1.19678239406675000,1.22422878859701000,1.25149992307975000,1.27857896473140000,1.30545110963399000,1.33210339133273000,1.35852451070054000,1.38470468436283000,1.41063550936241000,1.43630984207029000,1.46172168962288000,1.48686611239950000,1.51173913625214000
06 Dec 13,0.42204807317016400,0.42233201701420500,0.42327990449979000,0.42447821665160700,0.42591572224639100,0.42753428318240900,0.42926559201014700,0.43108858363213400,0.43305676270605400,0.43529610225861000,0.43798642132581400,0.44133022064234100,0.44554037852679600,0.45080865211021100,0.45727291209801200,0.46502978784437400,0.47414679710421100,0.48467043258851900,0.49663077046147000,0.51003439895781800,0.52485815844827500,0.54105471747203300,0.55855782747721400,0.57728626388150500,0.59714743165548400,0.61804666276496700,0.63989495670941200,0.66260867745976900,0.68610862855030700,0.71031931315137400,0.73516833735392700,0.76058592533817100,0.78650452269336600,0.81285846974004000,0.83958373085408700,0.86661766890350900,0.89389906878362700,0.92137045742030800,0.94898024850454600,0.97668226239183700,1.00443506675309000,1.03220141141802000,1.05994774207766000,1.08764378030003000,1.11526215954392000,1.14277810864893000,1.17016917573116000,1.19741498659194000,1.22449704891234000,1.25139875645557000,1.27810540680105000,1.30460403814881000,1.33088326511006000,1.35693313274315000,1.38274498651295000,1.40831135618312000,1.43362585193022000,1.45868307120474000,1.48347851506374000,1.50800851287032000
09 Dec 13,0.42237468798178200,0.42253852794380800,0.42335464399583000,0.42430866750312900,0.42532558010038800,0.42635974811188200,0.42740729500305500,0.42853052965803400,0.42986810329190200,0.43160590741731600,0.43395660173183600,0.43713962611692600,0.44136971886928700,0.44683203804251300,0.45365314491219300,0.46191584385009500,0.47167205200176700,0.48295137907150800,0.49576585923075400,0.51010300094584400,0.52592120318372900,0.54315550915193100,0.56172268363755100,0.58152502101151000,0.60245407838197200,0.62440161523322800,0.64726810203371100,0.67096191387292400,0.69539796759573300,0.72049663150979600,0.74618284611738900,0.77238540970998800,0.79903639385474500,0.82607066203043400,0.85342547078293000,0.88104013735476200,0.90885594910083900,0.93681812078619000,0.96487761136104100,0.99299063204032700,1.02111800578382000,1.04922461827889000,1.07727894553030000,1.10525264586964000,1.13312020636341000,1.16085863534186000,1.18844719417943000,1.21586716260264000,1.24310164353900000,1.27013553748065000,1.29695555673774000,1.32355007368444000,1.34990896415058000,1.37602346821278000,1.40188606617201000,1.42749036781930000,1.45283101335762000,1.47790358457330000,1.50270452504082000,1.52723106830715000
10 Dec 13,0.42429160315419300,0.42550935147621600,0.42634973054954400,0.42713777546049300,0.42783320089396500,0.42839689088338100,0.42885679039992800,0.42932029926745500,0.42995249931524400,0.43094660797223000,0.43251092994092200,0.43485835076901900,0.43820278201443300,0.44273295609860100,0.44858240055383400,0.45584327518628900,0.46457853905425700,0.47483006178690800,0.48662283051020800,0.49995578918844300,0.51479574426404400,0.53108365177176000,0.54874023699249700,0.56767020919369300,0.58776631075532800,0.60892056576011500,0.63103302889697800,0.65401110671291000,0.67776829005122400,0.70222314000216300,0.72729847012115000,0.75292068198109800,0.77901922153338600,0.80552613140516100,0.83237567994564800,0.85950405209807700,0.88684925324577100,0.91435321628771600,0.94196413339505800,0.96963600593221300,0.99732793603972000,1.02500351939898000,1.05263032272751000,1.08017943252486000,1.10762506398567000,1.13494422092419000,1.16211639911254000,1.18912332670182000,1.21594874208517000,1.24257826701469000,1.26899930585699000,1.29520088321443000,1.32117349107282000,1.34690895293255000,1.37240030276186000,1.39764167691933000,1.42262821745293000,1.44735598540273000,1.47182188292019000,1.49602358317551000
11 Dec 13,0.42323777649612300,0.42437817270185700,0.42536102344709900,0.42625551801204700,0.42701371597439800,0.42760059765585900,0.42804515610285400,0.42843772117838400,0.42891652684366000,0.42964812690800600,0.43081551205309900,0.43261435076157600,0.43526167392711000,0.43895847420819300,0.44385167321212200,0.45004718163155700,0.45762196127824100,0.46663206643871800,0.47711694914800200,0.48909168541895800,0.50254182263288000,0.51742918444038300,0.53369702809415600,0.55127391244852400,0.57007716627880500,0.59002063929307500,0.61102073069687000,0.63299640592550100,0.65586875419064200,0.67956063451759400,0.70399639029148900,0.72910161732606100,0.75480297410172600,0.78102802549108600,0.80770511327432500,0.83476324823536800,0.86213224858302900,0.88974561348580400,0.91754340233866900,0.94547177315995900,0.97348223886187300,1.00153102976309000,1.02957854505318000,1.05758887905720000,1.08552941066517000,1.11337044631407000,1.14108490854673000,1.16864806350076000,1.19603731595000000,1.22323240132343000,1.25021558472429000,1.27697145959823000,1.30348672807838000,1.32975000573656000,1.35575164763426000,1.38148359301108000,1.40693922632175000,1.43211325264861000,1.45700158578400000,1.48160124750446000
12 Dec 13,0.42257075358188300,0.42418144272918800,0.42524676514188100,0.42634155723317500,0.42757949191221200,0.42894384401894300,0.43039270583003600,0.43191747694697400,0.43357013965215800,0.43546410917779600,0.43776667768162500,0.44068140776985300,0.44444729933980100,0.44929154319918700,0.45537863646678300,0.46282509307754400,0.47171355648373000,0.48210220812221800,0.49402983980581300,0.50750710005959000,0.52251069784551700,0.53899008252956200,0.55687336988082200,0.57607178657086300,0.59648363428183800,0.61800431466944600,0.64053524635816300,0.66398367690929200,0.68826167784425300,0.71328534065121700,0.73897412840338900,0.76525034894884500,0.79203872388401700,0.81926603359072400,0.84686082312396400,0.87475315711840700,0.90287466595528900,0.93116130687889600,0.95955591531222600,0.98800764775566700,1.01647121092419000,1.04490620100753000,1.07327653512658000,1.10154996031852000,1.12969762799055000,1.15769372387967000,1.18551514525162000,1.21314121845003000,1.24055346859426000,1.26773560823737000,1.29467354256151000,1.32135518007883000,1.34777024363809000,1.37391010243051000,1.39976762232234000,1.42533703222308000,1.45061380452035000,1.47559454788345000,1.50027691096834000,1.52465949575206000
