,"UK instantaneous commercial bank liability forward curve, short end",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
years:,0.08,0.17,0.25,0.33,0.42,0.50,0.58,0.67,0.75,0.83,0.92,1.00,1.08,1.17,1.25,1.33,1.42,1.50,1.58,1.67,1.75,1.83,1.92,2.00,2.08,2.17,2.25,2.33,2.42,2.50,2.58,2.67,2.75,2.83,2.92,3.00,3.08,3.17,3.25,3.33,3.42,3.50,3.58,3.67,3.75,3.83,3.92,4.00,4.08,4.17,4.25,4.33,4.42,4.50,4.58,4.67,4.75,4.83,4.92,5.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Jan 05,4.84507770285585000,4.85141490256350000,4.84208019127832000,4.82209782170243000,4.79881550746507000,4.77492466278125000,4.75252450117034000,4.73443210962060000,4.72135798314264000,4.71248516554549000,4.70704349744956000,4.70451551553819000,4.70421130164801000,4.70561039469016000,4.70818813886590000,4.71145628638103000,4.71506273749989000,4.71869002548469000,4.72210244385388000,4.72523364412420000,4.72805809447043000,4.73062500897608000,4.73302230573113000,4.73534536596210000,4.73771896513754000,4.74017284303214000,4.74270551790026000,4.74531550799695000,4.74800133157729000,4.75076150689634000,4.75359455220917000,4.75649898577084000,4.75947332583642000,4.76251609066097000,4.76562579849956000,4.76880096760725000,4.77203878110721000,4.77532991379944000,4.77866306030074000,4.78202691476222000,4.78541017133501000,4.78880152417024000,4.79218966741902000,4.79556329523248000,4.79891110176174000,4.80222178115792000,4.80548402757214000,4.80868653515553000,4.81181893506716000,4.81487499529308000,4.81784962509882000,4.82073773378697000,4.82353423066016000,4.82623402502098000,4.82883202617204000,4.83132314341595000,4.83370228605532000,4.83596436339276000,4.83810428473086000,4.84011695937224000
13 Jan 05,4.84840889462263000,4.85604355972427000,4.84245006632394000,4.81425638470026000,4.78372534596840000,4.75797119160323000,4.73841576398305000,4.72542197060578000,4.71671442956170000,4.70955471121558000,4.70308788233607000,4.69761476659559000,4.69368176266804000,4.69148761144520000,4.69108325166748000,4.69219069812382000,4.69442950451584000,4.69742083127530000,4.70077674747069000,4.70430133546971000,4.70786336882706000,4.71145495516543000,4.71512652139281000,4.71894313189922000,4.72304342245306000,4.72744187533631000,4.73210008693067000,4.73697964111783000,4.74204212177948000,4.74724911279732000,4.75256219805302000,4.75794296142827000,4.76335298680478000,4.76875385806422000,4.77410715908829000,4.77937447375868000,4.78452262619027000,4.78954157573003000,4.79442766433438000,4.79917723416567000,4.80378662738624000,4.80825218615843000,4.81257025264460000,4.81673716900707000,4.82074927740819000,4.82460292001030000,4.82829443897575000,4.83182017646687000,4.83517748694100000,4.83836819406594000,4.84139535448976000,4.84426202490009000,4.84697126198456000,4.84952612243081000,4.85192966292648000,4.85418494015920000,4.85629501081661000,4.85826293158633000,4.86009175915602000,4.86178455021330000
14 Jan 05,4.84777106429099000,4.84424061434594000,4.82349695090228000,4.79021056410259000,4.75617908372050000,4.72811042082023000,4.70527157236854000,4.68755003936201000,4.67359271427518000,4.66184809035179000,4.65215910428404000,4.64472475648490000,4.63944420424074000,4.63628745504413000,4.63506915882354000,4.63548178788452000,4.63720578973387000,4.63992584537097000,4.64330770648477000,4.64715260923449000,4.65131036640188000,4.65572381449298000,4.66037590834492000,4.66525396253709000,4.67036524259893000,4.67568944690410000,4.68119534481856000,4.68685170535537000,4.69262729752762000,4.69849089034838000,4.70441125283074000,4.71035715398776000,4.71629736283253000,4.72220064837812000,4.72803577963761000,4.73377152562408000,4.73938061821968000,4.74485164085127000,4.75017713984905000,4.75534966154321000,4.76036175226394000,4.76520595834142000,4.76987482610584000,4.77436090188738000,4.77865673201625000,4.78275486282262000,4.78664784063668000,4.79032821178862000,4.79379058832828000,4.79703870231492000,4.80007880186357000,4.80291713517050000,4.80555995043201000,4.80801349584438000,4.81028401960389000,4.81237776990684000,4.81430099494950000,4.81605994292817000,4.81766086203913000,4.81911000047867000
17 Jan 05,4.83355749294865000,4.82541994169921000,4.80114886153049000,4.76976783146309000,4.74096800326554000,4.71761029254962000,4.69909448405628000,4.68423577643320000,4.67103416198327000,4.65825122803818000,4.64620805531366000,4.63594943812486000,4.62807949568600000,4.62279264870713000,4.62001069641774000,4.61956906467353000,4.62096609939420000,4.62361793904774000,4.62703816452591000,4.63107665422839000,4.63565578395167000,4.64069792949225000,4.64612546664663000,4.65186077121130000,4.65783409574012000,4.66400719990687000,4.67034972018811000,4.67683129306041000,4.68342155500029000,4.69009014248430000,4.69680669198898000,4.70354083999087000,4.71026222296653000,4.71694047739248000,4.72354523974527000,4.73004614650144000,4.73641747083291000,4.74265203277334000,4.74874728909180000,4.75470069655735000,4.76050971193909000,4.76617179200609000,4.77168439352744000,4.77704497327220000,4.78225098800947000,4.78729989450831000,4.79218914953782000,4.79691620986707000,4.80147873875784000,4.80587551169432000,4.81010567697816000,4.81416838318164000,4.81806277887704000,4.82178801263666000,4.82534323303278000,4.82872758863768000,4.83194022802366000,4.83498029976299000,4.83784695242796000,4.84053933459086000
18 Jan 05,4.83621083704949000,4.84676168698556000,4.84248256294752000,4.82743125939110000,4.81242592396745000,4.80200932684245000,4.79408153766787000,4.78778133727083000,4.78187151517646000,4.77587598297749000,4.77009650773938000,4.76502903693969000,4.76099834097099000,4.75805478687953000,4.75612876146793000,4.75508273011609000,4.75473633491506000,4.75489403282038000,4.75535422908481000,4.75603881676268000,4.75691337753425000,4.75800993357640000,4.75938007479389000,4.76106809222720000,4.76307935617448000,4.76538826836845000,4.76796390109905000,4.77077532665781000,4.77379161733622000,4.77698184542583000,4.78031508321812000,4.78376040300464000,4.78728687707688000,4.79086357772637000,4.79445957724462000,4.79804394792314000,4.80158981048645000,4.80508647946233000,4.80852731784618000,4.81190568863356000,4.81521495482005000,4.81844847940122000,4.82159962537264000,4.82466175572988000,4.82762823346853000,4.83049242158414000,4.83324768307230000,4.83588738092858000,4.83840584175509000,4.84080208942063000,4.84307657695858000,4.84522975773829000,4.84726208512912000,4.84917401250043000,4.85096599322156000,4.85263848066187000,4.85419192819072000,4.85562678917745000,4.85694351699144000,4.85814256500202000
19 Jan 05,4.83359553616083000,4.84427398964200000,4.84430722214200000,4.83781890199189000,4.82978072492335000,4.82198875715840000,4.81584836004963000,4.81195926714185000,4.80917901890041000,4.80642446232949000,4.80343593260016000,4.80025897415210000,4.79710287031079000,4.79418609417762000,4.79169024394553000,4.78967117439820000,4.78807342337127000,4.78680176027078000,4.78570225502380000,4.78470887763996000,4.78379451083007000,4.78299428702196000,4.78235995818833000,4.78195123948373000,4.78184068873774000,4.78202812507967000,4.78249302163146000,4.78321485151571000,4.78417308785503000,4.78534720377201000,4.78671667238927000,4.78826096682940000,4.78995956021500000,4.79179192566869000,4.79373753631306000,4.79577586527071000,4.79788700646739000,4.80005408003765000,4.80226112685194000,4.80449218799726000,4.80673130456064000,4.80896251762907000,4.81116986828959000,4.81333739762920000,4.81544914673491000,4.81748915669374000,4.81944146859270000,4.82129012351881000,4.82302175687248000,4.82463445776881000,4.82612947520808000,4.82750805829273000,4.82877145612515000,4.82992091780776000,4.83095769244297000,4.83188302913320000,4.83269817698086000,4.83340438508836000,4.83400290255812000,4.83449497849254000
20 Jan 05,4.83916826059137000,4.84349923068883000,4.84120708524322000,4.83627979207297000,4.83340687480075000,4.83329775939049000,4.83402011076093000,4.83357596122019000,4.83041891670092000,4.82487747207324000,4.81849162547670000,4.81270396653722000,4.80827490717504000,4.80522343830517000,4.80341089578261000,4.80266909429038000,4.80272543659504000,4.80328425774067000,4.80409624387948000,4.80507205011760000,4.80615681689712000,4.80729568466013000,4.80843379384873000,4.80951628490500000,4.81049919482893000,4.81139167762144000,4.81221904832458000,4.81300662577956000,4.81377972882755000,4.81456367630974000,4.81538378706733000,4.81626537994150000,4.81723377377343000,4.81831428740433000,4.81953223967536000,4.82091294942773000,4.82247509746336000,4.82420805814465000,4.82609312069525000,4.82811157407800000,4.83024470725572000,4.83247380919126000,4.83478016884746000,4.83714507518716000,4.83954981717319000,4.84197568376839000,4.84440396393561000,4.84681594663768000,4.84919429186769000,4.85152771262247000,4.85380659181980000,4.85602131243142000,4.85816225742906000,4.86021980978444000,4.86218435246929000,4.86404626845533000,4.86579594071431000,4.86742375221794000,4.86892008593795000,4.87027532484608000
21 Jan 05,4.84446223333317000,4.84026727218860000,4.83278504552780000,4.82703036313482000,4.82302459260506000,4.81702816982980000,4.80817363098642000,4.79818576395159000,4.78916119840766000,4.78276765949976000,4.77942882470635000,4.77861035325232000,4.77947044410346000,4.78127535227217000,4.78339011510311000,4.78541489347074000,4.78717912263925000,4.78858955541774000,4.78969366756779000,4.79061868441238000,4.79149823173507000,4.79244945045770000,4.79358587302359000,4.79505709930689000,4.79708305087522000,4.79967541675054000,4.80278115568261000,4.80634722433399000,4.81032057936723000,4.81464817744488000,4.81927697522948000,4.82415392938360000,4.82922599656977000,4.83444013345056000,4.83974329668850000,4.84508244294615000,4.85041014921469000,4.85570147389746000,4.86093709577487000,4.86609769362735000,4.87116394623539000,4.87611653237943000,4.88093613083995000,4.88560342039740000,4.89009907983225000,4.89440378792495000,4.89849822345598000,4.90236306520579000,4.90598320724626000,4.90936215386822000,4.91250854360652000,4.91543101516170000,4.91813820723428000,4.92063875852482000,4.92294130773383000,4.92505449356186000,4.92698695470944000,4.92874732987710000,4.93034425776537000,4.93178637707479000
24 Jan 05,4.84487479841489000,4.84618463179327000,4.83879937626082000,4.82431691549290000,4.80946514992020000,4.79778712383116000,4.78985640100482000,4.78408136165117000,4.77863357375744000,4.77335084060970000,4.76879274241949000,4.76534995704278000,4.76310422579026000,4.76194776709061000,4.76171055155143000,4.76219638728698000,4.76321879599732000,4.76459281587402000,4.76615144666408000,4.76780441952967000,4.76950522870033000,4.77127848759096000,4.77316046097732000,4.77523733656280000,4.77767913085714000,4.78049907332723000,4.78366613249028000,4.78714927686540000,4.79091747497170000,4.79493969532831000,4.79918490645433000,4.80362207686888000,4.80822017509107000,4.81294816964002000,4.81777502903484000,4.82266972179465000,4.82760346810776000,4.83255649487801000,4.83751128069794000,4.84245030416008000,4.84735604385694000,4.85221097838105000,4.85699758632493000,4.86169834628109000,4.86629573684205000,4.87077223660034000,4.87511032414848000,4.87929247807898000,4.88330324712072000,4.88713833027625000,4.89079716412914000,4.89427918797519000,4.89758384111019000,4.90071056282994000,4.90365879243023000,4.90642796920687000,4.90901753245565000,4.91142692147236000,4.91365557555281000,4.91570293399278000
25 Jan 05,4.83827478914155000,4.83999922375500000,4.83605886870256000,4.82859815748658000,4.81858400557252000,4.80733306143000000,4.79796601540058000,4.79083197092819000,4.78497697401189000,4.77982460579449000,4.77517448992907000,4.77097315188148000,4.76732744845536000,4.76436243578576000,4.76217008959209000,4.76077539201783000,4.76016545574375000,4.76035903375888000,4.76141874604516000,4.76324956291055000,4.76571943780876000,4.76869632419347000,4.77204817551839000,4.77564294523721000,4.77937000415372000,4.78320439271901000,4.78714256885755000,4.79118099049384000,4.79531611555240000,4.79954440195772000,4.80386230763432000,4.80826629050670000,4.81275280849936000,4.81731831953682000,4.82195928154357000,4.82667215244413000,4.83145054742273000,4.83627671065294000,4.84113004354363000,4.84598994750362000,4.85083582394171000,4.85564707426670000,4.86040309988740000,4.86508330221263000,4.86966708265119000,4.87413384261187000,4.87846298350351000,4.88263390673489000,4.88662797438726000,4.89043610617951000,4.89405212978444000,4.89746987355859000,4.90068316585849000,4.90368583504069000,4.90647170946172000,4.90903461747812000,4.91136838744644000,4.91346684772320000,4.91532382666496000,4.91693315262825000
26 Jan 05,4.83857787476217000,4.84328573017107000,4.84106081012008000,4.83649374818810000,4.83403579300191000,4.83335710604911000,4.83252146383980000,4.83050220096819000,4.82740543215260000,4.82356672946024000,4.81903093460906000,4.81396331609933000,4.80882745047755000,4.80401189804761000,4.79976881655238000,4.79613080503719000,4.79303721452871000,4.79040104333484000,4.78812737543774000,4.78617759913837000,4.78454432511907000,4.78326021933576000,4.78236328861678000,4.78190241567003000,4.78193121485108000,4.78243249473684000,4.78337061895379000,4.78470995112843000,4.78641485488725000,4.78844969385678000,4.79077883166350000,4.79336663193391000,4.79617745829453000,4.79917567437185000,4.80232564379238000,4.80559173018261000,4.80894133957316000,4.81235670869854000,4.81582458659509000,4.81933172335998000,4.82286486909041000,4.82641077388355000,4.82995618783659000,4.83348786104670000,4.83699254361108000,4.84045698562691000,4.84386793719136000,4.84721214840162000,4.85047811397601000,4.85366203101430000,4.85676222157262000,4.85977700777574000,4.86270471174840000,4.86554365561535000,4.86829216150135000,4.87094855153113000,4.87351114782946000,4.87597827252109000,4.87834824773076000,4.88061939558323000
27 Jan 05,4.84079086390903000,4.84607134223057000,4.84886283416162000,4.85164278326916000,4.85441286970628000,4.85677250061542000,4.85948292984093000,4.86268497841050000,4.86551095613197000,4.86715311589294000,4.86704826592703000,4.86495640229455000,4.86133278571504000,4.85683994257390000,4.85202259695009000,4.84727992357303000,4.84285797693031000,4.83893494884984000,4.83560473698796000,4.83291895818190000,4.83090329595261000,4.82954600021498000,4.82883083445119000,4.82873469699092000,4.82922115886918000,4.83025244742302000,4.83179448388175000,4.83381953525716000,4.83630046023738000,4.83920555197279000,4.84249461099637000,4.84612651238315000,4.85006013120813000,4.85425434254634000,4.85866802147279000,4.86326004306251000,4.86799189669016000,4.87283661366507000,4.87777040951625000,4.88276949987544000,4.88781010037438000,4.89286842664480000,4.89792069431844000,4.90294311902705000,4.90791191640237000,4.91280330207612000,4.91759349168005000,4.92225870084590000,4.92677775807773000,4.93114102752890000,4.93534205584322000,4.93937438976712000,4.94323157604704000,4.94690716142941000,4.95039469266066000,4.95368771648723000,4.95677977965555000,4.95966442891205000,4.96233521100316000,4.96478567267532000
28 Jan 05,4.83505222428479000,4.84086993800269000,4.84292178741390000,4.84521708352095000,4.84808087343704000,4.84890229461096000,4.84757730718280000,4.84481459274764000,4.84089147872633000,4.83630974882679000,4.83158688272019000,4.82704656875290000,4.82298550796642000,4.81961927328124000,4.81707063113199000,4.81531001808638000,4.81417025730905000,4.81343037335827000,4.81284221178918000,4.81222623024180000,4.81147382242881000,4.81057666127882000,4.80953712617788000,4.80836474688181000,4.80708314004998000,4.80572376983054000,4.80436134974443000,4.80314292984444000,4.80222212668368000,4.80169949608419000,4.80158531886463000,4.80188108932501000,4.80258830176535000,4.80370845048569000,4.80524302978604000,4.80719353396643000,4.80955487995172000,4.81229567505319000,4.81537794914997000,4.81876373212124000,4.82241505384622000,4.82629394420411000,4.83036243307412000,4.83458255033544000,4.83891632586728000,4.84332578954885000,4.84777297125935000,4.85221990087798000,4.85663214628093000,4.86099089535401000,4.86528164527971000,4.86948989337936000,4.87360113697434000,4.87760087338598000,4.88147459993564000,4.88520781394468000,4.88878601273444000,4.89219469362628000,4.89541935394155000,4.89844549100160000
31 Jan 05,4.84285692714501000,4.84828937377070000,4.84941409466722000,4.84561478829989000,4.84182068612319000,4.84162105002914000,4.84401661633030000,4.84631834159450000,4.84664928372657000,4.84435979344925000,4.83966206173264000,4.83353591267688000,4.82732566752704000,4.82177620283434000,4.81744919438010000,4.81473593951580000,4.81336281829495000,4.81289403740257000,4.81296511965019000,4.81345771715043000,4.81430654138498000,4.81544630383553000,4.81681171598377000,4.81833748931141000,4.81996913938557000,4.82169539823909000,4.82351580205265000,4.82542988700682000,4.82743718928221000,4.82953724505940000,4.83172959051899000,4.83401376184156000,4.83638929520770000,4.83885572679802000,4.84141259279309000,4.84405942937351000,4.84679403891464000,4.84960728854131000,4.85248831155805000,4.85542624126944000,4.85841021098006000,4.86142935399447000,4.86447280361725000,4.86752969315299000,4.87058915590626000,4.87364032518162000,4.87667233428367000,4.87967431651696000,4.88263606546450000,4.88555093113368000,4.88841345564867000,4.89121818199863000,4.89395965317272000,4.89663241216010000,4.89923100194993000,4.90174996553136000,4.90418384589357000,4.90652718602570000,4.90877452891692000,4.91092041755638000
01 Feb 05,4.83605303530390000,4.84180222185906000,4.84574955077530000,4.84749193140719000,4.84678953536624000,4.84536871430167000,4.84501383953956000,4.84480796758214000,4.84338755191511000,4.84040316981386000,4.83609099555501000,4.83085975166645000,4.82526050052840000,4.81983514929576000,4.81497662464270000,4.81087045118050000,4.80755376654263000,4.80492950467836000,4.80280224391933000,4.80109883005540000,4.79977445404386000,4.79878430684197000,4.79808357940702000,4.79762746269630000,4.79737860102668000,4.79732945223936000,4.79747992757805000,4.79782993828647000,4.79837939560831000,4.79912821078730000,4.80007629506716000,4.80122355969160000,4.80256991590433000,4.80411527494907000,4.80585954806954000,4.80780264650944000,4.80994146773090000,4.81226085401681000,4.81474263384263000,4.81736863568373000,4.82012068801546000,4.82298061931319000,4.82593025805226000,4.82895143270806000,4.83202597175592000,4.83513570367122000,4.83826245692932000,4.84138806000557000,4.84449553684524000,4.84757373891825000,4.85061329074519000,4.85360481726348000,4.85653894341056000,4.85940629412383000,4.86219749434072000,4.86490316899864000,4.86751394303503000,4.87002044138728000,4.87241328899284000,4.87468311078911000
02 Feb 05,4.84373804204907000,4.84693486525509000,4.84853864107407000,4.84765452409427000,4.84486478328456000,4.84219652984654000,4.84141798374666000,4.84146105277490000,4.84081459772230000,4.83905556451168000,4.83597027099810000,4.83151463751885000,4.82624152452368000,4.82087154641549000,4.81598866736601000,4.81193894712474000,4.80880660886779000,4.80653529341364000,4.80495543206204000,4.80387688824093000,4.80316637421888000,4.80276145093223000,4.80260440814556000,4.80265791196965000,4.80290659924723000,4.80333118301756000,4.80392831546776000,4.80471422209622000,4.80570553227856000,4.80690126766021000,4.80828105780600000,4.80982353519015000,4.81150733228688000,4.81331108157042000,4.81521341551501000,4.81719296659487000,4.81923040907599000,4.82131637027818000,4.82344450577779000,4.82560847186324000,4.82780192482294000,4.83001852094532000,4.83225191651879000,4.83449576783177000,4.83674373117266000,4.83898946282989000,4.84122661909188000,4.84344885624704000,4.84565055629320000,4.84782930518467000,4.84998357279316000,4.85211182901887000,4.85421254376201000,4.85628418692278000,4.85832522840138000,4.86033413809801000,4.86230938591289000,4.86424944174622000,4.86615277549820000,4.86801785706903000
03 Feb 05,4.83957548803588000,4.84957836843374000,4.85651416186711000,4.85901621505417000,4.85690347879699000,4.85340530970615000,4.85242060724008000,4.85394498046498000,4.85596077219860000,4.85726806960853000,4.85768907212622000,4.85739214065873000,4.85652128977748000,4.85523688273891000,4.85363123920129000,4.85172026656163000,4.84952383852584000,4.84709184250618000,4.84450862614848000,4.84186967127580000,4.83926430957431000,4.83677296085074000,4.83447439905871000,4.83241684026302000,4.83061449740040000,4.82907220143427000,4.82781044329932000,4.82686858424760000,4.82628545984692000,4.82606720521071000,4.82618690243785000,4.82661616864514000,4.82732662094941000,4.82828987646747000,4.82947755231614000,4.83086126561224000,4.83241431106592000,4.83411738983417000,4.83595324638453000,4.83790462525039000,4.83995427096513000,4.84208492806214000,4.84427934107481000,4.84652025453653000,4.84879041298068000,4.85107256094065000,4.85334944294983000,4.85560380354161000,4.85782052349421000,4.85999391495827000,4.86212089204039000,4.86419836893107000,4.86622325982083000,4.86819247890020000,4.87010294035968000,4.87195155838980000,4.87373524718106000,4.87545092092400000,4.87709549380911000,4.87866588002692000
04 Feb 05,4.84454873036833000,4.85106380337939000,4.85580677552953000,4.85287880643767000,4.84767975872485000,4.84688801951274000,4.85009341387857000,4.85455827059538000,4.85830015450380000,4.86054402361492000,4.86119831696515000,4.86065456917546000,4.85956296232645000,4.85824078661866000,4.85688504448911000,4.85562080994783000,4.85434251810479000,4.85289845600401000,4.85117559008336000,4.84919437878616000,4.84700405811823000,4.84465386408542000,4.84219303269356000,4.83967079994850000,4.83713313312527000,4.83461156832182000,4.83213366032996000,4.82972696381310000,4.82741903343466000,4.82523742385808000,4.82320968974678000,4.82136338576418000,4.81972606657371000,4.81832528683880000,4.81718860122287000,4.81634356438935000,4.81580980896766000,4.81557527931438000,4.81561999768366000,4.81592398632962000,4.81646726750639000,4.81722986346811000,4.81819179646893000,4.81933308876296000,4.82063376260434000,4.82207384024722000,4.82363334394572000,4.82529229595398000,4.82703177634069000,4.82883753535311000,4.83069661166124000,4.83259604397675000,4.83452287101133000,4.83646413147665000,4.83840686408438000,4.84033810754621000,4.84224490057380000,4.84411428187884000,4.84593329017301000,4.84768896416797000
07 Feb 05,4.84085197242542000,4.84818928149304000,4.85280457968663000,4.85373322092113000,4.85295953629673000,4.85300065583957000,4.85429888772443000,4.85598716014185000,4.85691984304675000,4.85657782680960000,4.85505073590695000,4.85275296200283000,4.85003679914119000,4.84719546234837000,4.84438410550774000,4.84165551832984000,4.83898646306989000,4.83632302128432000,4.83360126226238000,4.83076358978729000,4.82778444950664000,4.82466202832398000,4.82139568583667000,4.81799297720636000,4.81446386621224000,4.81080562991733000,4.80704027309648000,4.80321062084667000,4.79935997503182000,4.79553163751583000,4.79176891016265000,4.78811509483617000,4.78461349340032000,4.78130740771901000,4.77824013965617000,4.77545499107571000,4.77298566465876000,4.77082746619013000,4.76896610218871000,4.76738727917350000,4.76607670366348000,4.76502008217764000,4.76420312123498000,4.76361152735447000,4.76323100705512000,4.76304726685591000,4.76304601327583000,4.76321295283387000,4.76353327151483000,4.76398935157555000,4.76456263546102000,4.76523456493424000,4.76598658175819000,4.76680012769586000,4.76765664451025000,4.76853757396433000,4.76942435782110000,4.77029843784354000,4.77114125579464000,4.77193425343738000
08 Feb 05,4.84173470389540000,4.85989775428451000,4.87748567019946000,4.89041383192576000,4.89749722399019000,4.90155224018625000,4.90524743268650000,4.90843805958774000,4.90937092129175000,4.90714972631133000,4.90195396594678000,4.89459084859947000,4.88600449547406000,4.87700500262775000,4.86828559655163000,4.86033892662170000,4.85318642097536000,4.84675541300355000,4.84096952831243000,4.83573959604003000,4.83097368672354000,4.82657987090015000,4.82246621910704000,4.81854080188139000,4.81472676533552000,4.81100755805647000,4.80738170429312000,4.80384772829439000,4.80040415430924000,4.79704950658660000,4.79378230937542000,4.79060108692464000,4.78750436348319000,4.78449066330002000,4.78155851062408000,4.77870642970430000,4.77593421692967000,4.77324675727077000,4.77065020784937000,4.76815072578716000,4.76575446820585000,4.76346759222712000,4.76129625497267000,4.75924661356420000,4.75732482512341000,4.75553704677198000,4.75388943563161000,4.75238814882399000,4.75103741786815000,4.74983208760098000,4.74876414691853000,4.74782558404555000,4.74700838720680000,4.74630454462705000,4.74570604453106000,4.74520487514358000,4.74479302468939000,4.74446248139324000,4.74420523347988000,4.74401326917410000
09 Feb 05,4.84500725139607000,4.86850580036727000,4.89391916845124000,4.91373974619058000,4.92467793789614000,4.92893811435427000,4.92912061683401000,4.92734454631634000,4.92476184760516000,4.92178238612635000,4.91850728980927000,4.91494039984585000,4.91106034943044000,4.90688422745682000,4.90242400579452000,4.89767056474303000,4.89257716184278000,4.88705887407127000,4.88101299266211000,4.87435484336234000,4.86710676997845000,4.85935853734398000,4.85120391719474000,4.84276917070635000,4.83419640382350000,4.82561014626645000,4.81713417604939000,4.80889461118728000,4.80101064782916000,4.79352792410580000,4.78644787426747000,4.77977132909886000,4.77349911938466000,4.76763207590956000,4.76217102945825000,4.75711681081542000,4.75246636692432000,4.74819771229588000,4.74428310117290000,4.74069478644363000,4.73740502099631000,4.73438605771920000,4.73161014950055000,4.72904954922860000,4.72667650979160000,4.72446328407781000,4.72238212497548000,4.72040528537285000,4.71850791599980000,4.71667796135746000,4.71490689553078000,4.71318619271885000,4.71150732712075000,4.70986177293554000,4.70824100436231000,4.70663649560014000,4.70503972084810000,4.70344215430527000,4.70183527017073000,4.70021054264355000
10 Feb 05,4.84401362740055000,4.86796109267533000,4.88777641132352000,4.90093647574086000,4.91087658624549000,4.92022585453760000,4.92715617807249000,4.92939205591471000,4.92650520763743000,4.91938996143653000,4.90921923923721000,4.89704809855843000,4.88412515441861000,4.87143022898200000,4.85954900428622000,4.84879239937381000,4.83918371626366000,4.83054421365635000,4.82260478583724000,4.81510255338158000,4.80790663624392000,4.80096443986156000,4.79422901266416000,4.78769975576733000,4.78139441926040000,4.77530289283027000,4.76952182422934000,4.76421479534164000,4.75953155310518000,4.75548425780411000,4.75200942820625000,4.74904279958442000,4.74652010721140000,4.74437708636002000,4.74254947230308000,4.74097300031338000,4.73958952045503000,4.73836787913255000,4.73728437057248000,4.73631528924167000,4.73543692960702000,4.73462558613540000,4.73385755329370000,4.73310912554879000,4.73235659736755000,4.73157626321687000,4.73074441756362000,4.72983735487468000,4.72883611336028000,4.72774267452724000,4.72656479778347000,4.72531024272319000,4.72398676894064000,4.72260213603007000,4.72116410358569000,4.71968043120174000,4.71815887847246000,4.71660720499208000,4.71503317035483000,4.71344453415495000
11 Feb 05,4.85161840143690000,4.87790550927974000,4.90153381457498000,4.91320447480520000,4.91648122550210000,4.92002372909020000,4.92420119850539000,4.92543547894552000,4.92255295574609000,4.91649193432969000,4.90851873369461000,4.89952632559565000,4.89014173978074000,4.88080940410714000,4.87178805649756000,4.86322487506326000,4.85516324335509000,4.84762590488962000,4.84062981566545000,4.83417195755094000,4.82824500648743000,4.82284163841624000,4.81795452927871000,4.81357635501614000,4.80969414476960000,4.80626999752174000,4.80325913446629000,4.80061677657519000,4.79829814482035000,4.79625846017370000,4.79445294360717000,4.79283681609269000,4.79136529860217000,4.78999361210755000,4.78867697758076000,4.78737061599371000,4.78603655536042000,4.78466405198115000,4.78324916925700000,4.78178797058908000,4.78027651937851000,4.77871087902641000,4.77708711293392000,4.77540128450215000,4.77364945713222000,4.77182769422526000,4.76993205918239000,4.76795861540474000,4.76590550264788000,4.76378002762708000,4.76159202606700000,4.75935133377376000,4.75706778655347000,4.75475122021226000,4.75241147055624000,4.75005837339153000,4.74770176452427000,4.74535147976055000,4.74301735490651000,4.74070922576826000
14 Feb 05,4.85045660192842000,4.88656368451099000,4.91771667410278000,4.93895987228510000,4.95229646894992000,4.96255776857805000,4.97130016180485000,4.97826760245635000,4.98241069459174000,4.98310727594734000,4.98025606321815000,4.97430653218500000,4.96609947873970000,4.95653746471248000,4.94635604631014000,4.93613369703507000,4.92609398069391000,4.91638206076759000,4.90712191627618000,4.89836441350896000,4.89014465746524000,4.88249775314437000,4.87545880554566000,4.86906291966844000,4.86333245260694000,4.85823876968741000,4.85374048825777000,4.84979622566586000,4.84636459925951000,4.84340422638653000,4.84087372439476000,4.83873171063202000,4.83693680244615000,4.83544761718497000,4.83422277219630000,4.83322088482798000,4.83240394446912000,4.83174742873163000,4.83123018729803000,4.83083106985073000,4.83052892607217000,4.83030260564477000,4.83013095825094000,4.82999283357313000,4.82986708129373000,4.82973255109520000,4.82956809265993000,4.82935255567037000,4.82906775146679000,4.82871144362401000,4.82828674291799000,4.82779676400526000,4.82724462154234000,4.82663343018575000,4.82596630459201000,4.82524635941764000,4.82447670931918000,4.82366046895314000,4.82280075297603000,4.82190067604439000
